g,t,width
0.5,48.84472872805897,30.649097120546614
0.5,48.941042535255086,30.649097120546614
0.5,49.037356342451204,30.84431429965838
0.5,49.13367014964732,30.84431429965838
0.5,49.22998395684344,30.84431429965838
0.5,49.32629776403956,31.03953147877013
0.5,49.43367602968974,31.03953147877013
0.5,49.51757905845318,31.03953147877013
0.5,49.587105817062785,31.03953147877013
0.5,49.65663257567239,31.234748657881894
0.5,49.726159334281995,31.234748657881894
0.5,49.7956860928916,31.234748657881894
0.5,49.89993465370166,31.234748657881894
0.5,50.00418321451173,31.42996583699366
0.5,50.10843177532179,31.42996583699366
0.5,50.212680336131854,31.42996583699366
0.5,50.35347270694235,31.62518301610541
0.5,50.49426507775284,31.62518301610541
0.5,50.63505744856334,31.62518301610541
0.5,50.77584981937383,31.820400195217175
0.5,50.91664219018433,31.820400195217175
0.5,51.05743456099482,32.01561737432894
0.5,51.198226931805316,32.01561737432894
0.5,51.33901930261581,32.210834553440705
0.5,51.479811673426305,32.210834553440705
0.5,51.6206040442368,32.210834553440705
0.5,51.761396415047294,32.40605173255247
0.5,51.90218878585779,32.40605173255247
0.5,52.04298115666828,32.60126891166422
0.5,52.18377352747878,32.60126891166422
0.5,52.32456589828927,32.60126891166422
0.5,52.46535826909977,32.796486090775986
0.5,52.60615063991026,32.796486090775986
0.5,52.746943010720756,32.99170326988775
0.5,52.88773538153125,32.99170326988775
0.5,53.028527752341745,33.186920448999516
0.5,53.16932012315224,33.186920448999516
0.5,53.310112493962734,33.186920448999516
0.5,53.45090486477323,33.38213762811128
0.5,53.59169723558372,33.38213762811128
0.5,53.73248960639422,33.57735480722303
0.5,53.87328197720471,33.57735480722303
0.5,54.01407434801521,33.772571986334796
0.5,54.1548667188257,33.772571986334796
0.5,54.295659089636196,33.772571986334796
0.5,54.43645146044669,33.96778916544656
0.5,54.577243831257185,33.96778916544656
0.5,54.71803620206768,34.163006344558326
0.5,54.858828572878174,34.163006344558326
0.5,54.99962094368867,34.163006344558326
0.5,55.14041331449916,34.35822352367009
0.5,55.28120568530966,34.35822352367009
0.5,55.42199805612015,34.55344070278184
0.5,55.56279042693065,34.55344070278184
0.5,55.70358279774114,34.74865788189361
0.5,55.844375168551636,34.74865788189361
0.5,55.98516753936213,34.74865788189361
0.5,56.125959910172625,34.94387506100537
0.5,56.26675228098312,34.94387506100537
0.5,56.407544651793614,35.13909224011714
0.5,56.54833702260411,35.13909224011714
0.5,56.6891293934146,35.3343094192289
0.5,56.8299217642251,35.3343094192289
0.5,56.97071413503559,35.3343094192289
0.5,57.11150650584609,35.52952659834065
0.5,57.217087536252805,35.52952659834065
0.5,57.29860336540432,35.52952659834065
0.5,57.31212358582393,35.52952659834065
0.5,57.32564380624355,35.52952659834065
0.5,57.33916402666316,35.52952659834065
0.5,57.36620446750239,35.72474377745242
0.5,57.39324490834162,35.72474377745242
0.5,57.42028534918085,35.72474377745242
0.5,57.495770033903916,35.72474377745242
0.5,57.57125471862698,35.72474377745242
0.5,57.64673940335005,35.72474377745242
0.5,57.751270435455226,35.91996095656418
0.5,57.855801467560404,35.91996095656418
0.5,57.96033249966558,35.91996095656418
0.5,58.06486353177076,36.11517813567593
0.5,58.16939456387594,36.11517813567593
0.5,58.27392559598112,36.11517813567593
0.5,58.3784566280863,36.3103953147877
0.5,58.502793228998044,36.3103953147877
0.5,58.62712982990979,36.3103953147877
0.5,58.75146643082154,36.50561249389946
0.5,58.875803031733284,36.50561249389946
0.5,59.01738255077876,36.50561249389946
0.5,59.15896206982424,36.70082967301123
0.5,59.30054158886972,36.70082967301123
0.5,59.4421211079152,36.89604685212299
0.5,59.58370062696068,36.89604685212299
0.5,59.725280146006156,37.09126403123474
0.5,59.866859665051635,37.09126403123474
0.5,60.008439184097114,37.09126403123474
0.5,60.15001870314259,37.28648121034651
0.5,60.29159822218807,37.28648121034651
0.5,60.43317774123355,37.48169838945827
0.5,60.57475726027903,37.48169838945827
0.5,60.71633677932451,37.67691556857004
0.5,60.857916298369986,37.67691556857004
0.5,60.999495817415465,37.67691556857004
0.5,61.14107533646094,37.8721327476818
0.5,61.28265485550642,37.8721327476818
0.5,61.4242343745519,38.067349926793554
0.5,61.56581389359738,38.067349926793554
0.5,61.70739341264286,38.067349926793554
0.5,61.84897293168834,38.26256710590532
0.5,61.990552450733816,38.26256710590532
0.5,62.132131969779294,38.457784285017084
0.5,62.27371148882477,38.457784285017084
0.5,62.41529100787025,38.65300146412885
0.5,62.55687052691573,38.65300146412885
0.5,62.69845004596121,38.65300146412885
0.5,62.84002956500669,38.848218643240614
0.5,62.98160908405217,38.848218643240614
0.5,63.123188603097645,39.043435822352365
0.5,63.264768122143124,39.043435822352365
0.5,63.4063476411886,39.23865300146413
0.5,63.54792716023408,39.23865300146413
0.5,63.68950667927956,39.23865300146413
0.5,63.83108619832504,39.433870180575894
0.5,63.97266571737052,39.433870180575894
0.5,64.114245236416,39.629087359687645
0.5,64.25582475546148,39.629087359687645
0.5,64.39740427450695,39.82430453879941
0.5,64.53898379355243,39.82430453879941
0.5,64.68056331259791,39.82430453879941
0.5,64.82214283164339,40.019521717911175
0.5,64.96372235068887,40.019521717911175
0.5,65.10530186973435,40.21473889702294
0.5,65.24688138877983,40.21473889702294
0.5,65.3884609078253,40.21473889702294
0.5,65.53004042687078,40.409956076134705
0.5,65.67161994591626,40.409956076134705
0.5,65.81319946496174,40.605173255246456
0.5,65.95477898400722,40.605173255246456
0.5,66.0963585030527,40.80039043435822
0.5,66.23793802209818,40.80039043435822
0.5,66.37951754114366,40.80039043435822
0.5,66.52109706018913,40.995607613469986
0.5,66.66267657923461,40.995607613469986
0.5,66.80425609828009,41.19082479258175
0.5,66.94583561732557,41.19082479258175
0.5,67.08741513637105,41.386041971693516
0.5,67.22899465541653,41.386041971693516
0.5,67.370574174462,41.386041971693516
0.5,67.51215369350749,41.581259150805266
0.5,67.65373321255296,41.581259150805266
0.5,67.79531273159844,41.77647632991703
0.5,67.93689225064392,41.77647632991703
0.5,68.0784717696894,41.971693509028796
0.5,68.22005128873488,41.971693509028796
0.5,68.36163080778036,41.971693509028796
0.5,68.50321032682584,42.16691068814056
